0386.HK.Close
249
5.17692
5.21538
5.24615
5.16154
5.13846
5.19231
5.23846
5.12308
5.1
5.06923
5.03846
5.12308
5.02308
4.93846
4.87692
4.83846
4.67692
4.73846
4.78462
4.7
4.71538
4.76154
4.79231
4.68462
4.5
4.41538
4.48462
4.5
4.6
4.55385
4.61538
4.56154
4.43846
4.54615
4.58462
4.52308
4.5
4.68462
4.73077
4.66923
4.73846
4.68462
4.73846
4.80769
4.77692
4.70769
4.73846
4.76154
4.71538
4.75385
4.86923
4.83077
4.90769
4.79231
4.83077
4.86154
4.79231
4.90769
4.87692
4.88462
4.89231
5.05385
5.04615
4.96154
5.06923
5.06923
5.15385
5.15385
5.09231
5.06154
4.88462
4.95385
4.97692
4.96154
4.92308
5.01538
4.93846
4.82308
4.74615
4.83846
4.73846
4.68462
4.56154
4.53846
4.50769
4.64615
4.63077
4.6
4.68462
4.63077
4.51538
4.59231
4.49231
4.53846
4.63077
4.46923
4.57692
4.67692
4.79231
4.76154
4.67692
4.6
4.64615
4.6
4.56154
4.55385
4.63846
4.62308
4.69231
4.76923
4.80769
4.8
4.80769
5.01538
4.96923
5.01538
4.98462
5.00769
5.04615
4.91538
4.88462
4.77692
4.78462
4.88462
4.79231
4.74615
4.8
4.77692
4.75385
4.73846
4.63077
4.65385
4.62308
4.66154
4.74615
4.76154
4.77692
4.74615
4.78462
4.82308
4.80769
4.81538
4.92308
4.82308
4.85385
4.85385
4.87692
4.86154
4.76154
4.73077
4.7
4.72308
4.73846
4.76154
4.71538
4.9
4.89231
4.81538
4.73846
4.70769
4.72308
4.71538
4.76923
4.73846
4.76154
4.73846
4.78462
4.85385
4.87692
4.85385
4.86923
4.85385
4.94615
4.96923
4.94615
4.9
5.01538
5.1
5.08462
5.13077
5.1
5.19231
5.14615
5.28462
5.29231
5.35385
5.34615
5.27692
5.2
5.21538
5.26923
5.43077
5.69231
5.73846
5.76923
5.73846
5.76923
5.74615
5.68462
5.54615
5.70769
5.88462
5.68462
5.72308
5.62308
5.76154
5.73846
5.94615
6.02308
6.02308
6.02308
5.93077
5.93846
6.10769
5.93846
5.76923
5.67692
5.51538
5.56154
5.6
5.67692
5.55385
5.57692
5.66923
5.62308
5.66923
5.56154
5.6
5.68462
5.58462
5.5
5.55385
5.5
5.49231
5.52308
5.66923
5.73077
5.56154
5.47692
5.44615
5.46923
5.55385
5.68462
5.63846
5.616922
5.53077
5.64615
5.63846
5.684615
