1288.HK.Close
118
3.27
3.21
3.2
3.21
3.26
3.42
3.49
3.5
3.56
3.56
3.51
3.53
3.51
3.47
3.44
3.43
3.43
3.4
3.32
3.32
3.39
3.36
3.37
3.4
3.42
3.46
3.5
3.47
3.44
3.53
3.54
3.47
3.52
3.53
3.54
3.57
3.67
3.66
3.61
3.74
3.79
3.92
3.86
3.89
3.79
3.8
3.75
3.84
3.9
3.87
3.84
3.85
3.97
4.02
4.05
4.1
4.1
4.17
4.17
4.11
4.07
4.04
4.06
4.04
3.99
4.05
4.13
4.12
4.07
4.05
4.06
4.05
4.06
4.09
4.14
4.17
4.3
4.33
4.4
4.49
4.4
4.34
4.38
4.3
4.22
4.12
4.16
4.27
4.21
4.19
4.03
4.05
4.08
4.09
4.09
4.05
4.13
4.25
4.28
4.16
4.2
4.1
4.1
4.06
4.04
4.07
4.01
4.08
4.16
4.04
4.05
4.03
3.86
3.858
3.85
3.83
3.86
3.8925
