0.0000000000000000e+00 0.0000000000000000e+00 1.0000000000000000e+00 
0.0000000000000000e+00 1.4285714285714285e-01 8.5714285714285710e-01 
0.0000000000000000e+00 2.8571428571428570e-01 7.1428571428571430e-01 
0.0000000000000000e+00 4.2857142857142855e-01 5.7142857142857140e-01 
0.0000000000000000e+00 5.7142857142857140e-01 4.2857142857142855e-01 
0.0000000000000000e+00 7.1428571428571430e-01 2.8571428571428570e-01 
0.0000000000000000e+00 8.5714285714285710e-01 1.4285714285714285e-01 
0.0000000000000000e+00 1.0000000000000000e+00 0.0000000000000000e+00 
1.4285714285714285e-01 0.0000000000000000e+00 8.5714285714285710e-01 
1.4285714285714285e-01 1.4285714285714285e-01 7.1428571428571430e-01 
1.4285714285714285e-01 2.8571428571428570e-01 5.7142857142857140e-01 
1.4285714285714285e-01 4.2857142857142855e-01 4.2857142857142855e-01 
1.4285714285714285e-01 5.7142857142857140e-01 2.8571428571428570e-01 
1.4285714285714285e-01 7.1428571428571430e-01 1.4285714285714285e-01 
1.4285714285714285e-01 8.5714285714285710e-01 0.0000000000000000e+00 
2.8571428571428570e-01 0.0000000000000000e+00 7.1428571428571430e-01 
2.8571428571428570e-01 1.4285714285714285e-01 5.7142857142857140e-01 
2.8571428571428570e-01 2.8571428571428570e-01 4.2857142857142855e-01 
2.8571428571428570e-01 4.2857142857142855e-01 2.8571428571428570e-01 
2.8571428571428570e-01 5.7142857142857140e-01 1.4285714285714285e-01 
2.8571428571428570e-01 7.1428571428571430e-01 0.0000000000000000e+00 
4.2857142857142855e-01 0.0000000000000000e+00 5.7142857142857140e-01 
4.2857142857142855e-01 1.4285714285714285e-01 4.2857142857142855e-01 
4.2857142857142855e-01 2.8571428571428570e-01 2.8571428571428570e-01 
4.2857142857142855e-01 4.2857142857142855e-01 1.4285714285714285e-01 
4.2857142857142855e-01 5.7142857142857140e-01 0.0000000000000000e+00 
5.7142857142857140e-01 0.0000000000000000e+00 4.2857142857142855e-01 
5.7142857142857140e-01 1.4285714285714285e-01 2.8571428571428570e-01 
5.7142857142857140e-01 2.8571428571428570e-01 1.4285714285714285e-01 
5.7142857142857140e-01 4.2857142857142855e-01 0.0000000000000000e+00 
7.1428571428571430e-01 0.0000000000000000e+00 2.8571428571428570e-01 
7.1428571428571430e-01 1.4285714285714285e-01 1.4285714285714285e-01 
7.1428571428571430e-01 2.8571428571428570e-01 0.0000000000000000e+00 
8.5714285714285710e-01 0.0000000000000000e+00 1.4285714285714285e-01 
8.5714285714285710e-01 1.4285714285714285e-01 0.0000000000000000e+00 
1.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 
1.6666666666666666e-01 1.6666666666666666e-01 6.6666666666666663e-01 
1.6666666666666666e-01 2.9166666666666663e-01 5.4166666666666663e-01 
1.6666666666666666e-01 4.1666666666666663e-01 4.1666666666666663e-01 
1.6666666666666666e-01 5.4166666666666663e-01 2.9166666666666663e-01 
1.6666666666666666e-01 6.6666666666666663e-01 1.6666666666666666e-01 
2.9166666666666663e-01 1.6666666666666666e-01 5.4166666666666663e-01 
2.9166666666666663e-01 2.9166666666666663e-01 4.1666666666666663e-01 
2.9166666666666663e-01 4.1666666666666663e-01 2.9166666666666663e-01 
2.9166666666666663e-01 5.4166666666666663e-01 1.6666666666666666e-01 
4.1666666666666663e-01 1.6666666666666666e-01 4.1666666666666663e-01 
4.1666666666666663e-01 2.9166666666666663e-01 2.9166666666666663e-01 
4.1666666666666663e-01 4.1666666666666663e-01 1.6666666666666666e-01 
5.4166666666666663e-01 1.6666666666666666e-01 2.9166666666666663e-01 
5.4166666666666663e-01 2.9166666666666663e-01 1.6666666666666666e-01 
6.6666666666666663e-01 1.6666666666666666e-01 1.6666666666666666e-01 
