  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006  7.6922485e-002
  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6922485e-002  7.6914794e-006
  5.0127212e-002  8.7641965e-003  2.0655491e-002  4.3642010e-002  2.9970641e-002  1.2167852e-002  3.2771619e-002  1.0227303e-002  2.2351777e-002  2.4629495e-002  6.4141088e-002  2.5230695e-002  4.0426349e-001  2.5105713e-001
  5.2931706e-002  1.1932085e-002  9.9823224e-003  2.4580080e-002  1.9237094e-002  1.0231365e-001  3.3953117e-002  7.1177128e-003  1.3328136e-002  9.2179803e-003  4.8952603e-002  5.5549257e-003  4.3420812e-002  6.1747778e-001
  2.9612602e-002  1.4335537e-001  2.1925416e-002  1.4016140e-002  1.0066485e-001  1.6320598e-002  1.0106514e-002  3.9437583e-001  3.7193443e-002  1.3011719e-002  1.7890342e-001  1.2438383e-002  1.0708057e-002  1.7367654e-002
  7.0479099e-002  8.9290385e-003  1.0534637e-001  6.8041642e-002  9.1934821e-003  1.5595841e-002  5.6287562e-001  1.8364348e-002  2.9756287e-003  9.8170998e-002  1.6934786e-002  3.4771751e-003  7.3810976e-003  1.2234881e-002
  1.4690696e-001  4.1029020e-002  2.7360052e-002  4.1627242e-001  1.4188771e-002  2.8528701e-003  5.5536567e-003  1.7135658e-002  1.3055490e-001  5.2384505e-002  7.0076542e-003  7.3390826e-002  1.0317493e-002  5.5045221e-002
  2.9940854e-002  1.7818518e-001  4.3186892e-002  9.2152450e-002  2.6411282e-001  3.7269581e-002  4.5860609e-002  4.0708087e-002  2.2298807e-002  3.5351710e-002  2.7363869e-002  6.9953473e-002  1.5413730e-002  9.8201940e-002
  3.8968499e-002  2.6643900e-002  1.5233196e-002  2.9479983e-001  5.3513661e-002  5.7350636e-002  2.7589940e-002  2.0225485e-002  1.0610002e-002  7.7454835e-002  1.0019024e-002  9.0925790e-003  3.0313305e-001  5.5365369e-002
  2.3745020e-002  9.6642974e-003  1.3728072e-002  6.9841922e-002  4.8999910e-003  7.2326124e-001  3.4154251e-002  1.8179038e-002  2.5816881e-002  3.9193835e-003  3.9303737e-002  5.7678664e-003  1.9984610e-002  7.7336892e-003
  1.8496977e-002  7.0376189e-002  1.6320923e-002  1.7933518e-002  1.7460771e-001  1.4319599e-002  3.2281257e-001  5.3055111e-002  3.4945212e-002  1.0079049e-001  1.7839169e-002  1.2451359e-001  8.9612487e-003  2.5027694e-002
  8.9690653e-002  1.6855961e-002  4.0590603e-002  1.5525184e-001  8.0069129e-002  2.7661567e-002  7.5536898e-002  3.3736238e-002  3.2882006e-002  1.6490498e-001  1.0281065e-001  2.5882867e-002  1.8542535e-002  1.3558407e-001
  1.4326046e-001  1.8594025e-002  1.0580121e-001  6.4876748e-003  5.1797541e-002  1.3904805e-002  3.6427289e-002  1.6796154e-002  2.4827174e-001  9.0156857e-002  2.0526897e-002  2.3301328e-001  9.8938643e-003  5.0682119e-003
  1.8089143e-001  8.3709425e-002  1.7737190e-001  1.5007220e-002  1.3872394e-002  1.7142202e-001  2.6296409e-002  2.3749445e-002  2.0587669e-002  2.8416776e-002  4.0113226e-002  1.8044926e-002  1.6937884e-002  1.8357928e-001
  5.5856053e-002  3.1040121e-002  4.2294661e-002  2.3279908e-002  4.7326976e-001  1.4435088e-001  1.0676498e-002  9.4189289e-003  3.0853555e-002  2.6844469e-002  1.1577778e-002  1.6758700e-002  9.0510528e-002  3.3268164e-002
  1.0498166e-002  8.6273818e-001  4.0215154e-003  4.1173486e-003  2.4297018e-002  2.0891087e-003  1.6471938e-003  2.5035456e-002  1.2178549e-002  7.2918856e-003  1.1923031e-002  2.1376487e-002  6.5130384e-003  6.2730269e-003
  1.4081512e-002  2.8043573e-002  1.0646600e-002  2.8574268e-002  4.0852599e-002  1.1091701e-001  2.4281161e-002  5.4610871e-003  2.4841494e-001  2.2491864e-001  1.3180729e-001  1.3610565e-002  6.3135000e-002  5.5255753e-002
  1.2266462e-002  4.9422410e-002  1.0693382e-001  2.7651243e-002  4.6424025e-002  4.8848925e-002  1.3546702e-001  2.1439634e-002  1.3271114e-001  4.2279768e-002  1.9169931e-001  2.4472993e-002  1.3178248e-001  2.8600767e-002
  1.2298179e-002  5.4122181e-002  5.7709583e-002  7.0968458e-003  9.9302015e-002  1.4574235e-001  2.4165456e-002  1.1865381e-001  5.4487210e-002  1.9944097e-002  1.4200486e-001  2.7678948e-002  1.0708282e-002  2.2608618e-001
  1.1423529e-002  1.2383232e-002  7.2801140e-003  3.1524228e-003  1.1809184e-001  3.2062706e-003  3.0605164e-002  3.7040213e-003  2.1113012e-002  4.2506584e-002  7.2601857e-003  2.3067083e-002  6.1415322e-001  1.0205332e-001
  1.0557903e-002  1.1903252e-003  2.5731999e-003  1.6031541e-002  6.6275223e-003  5.6259943e-003  1.5519738e-003  3.8907869e-003  4.1048469e-002  4.8641191e-003  3.8871815e-003  6.4956575e-003  3.6300024e-001  5.3265509e-001
  1.8849676e-002  1.9754515e-002  1.7182813e-001  7.1046401e-002  2.6263521e-002  6.5657469e-002  7.8216986e-003  3.0290391e-002  1.0929702e-001  5.3195063e-002  3.0382026e-001  2.4417833e-002  1.7599780e-002  8.0158241e-002
  1.7078369e-002  1.7707752e-003  3.1557007e-003  3.4580741e-003  6.7265128e-001  1.2927068e-003  1.1267001e-001  2.9111368e-002  6.9705481e-003  3.6398895e-003  1.8417993e-003  3.0739594e-003  8.1912372e-003  1.3509428e-001
  2.0703266e-002  5.1773553e-003  3.0402403e-003  1.2355977e-002  4.0938856e-003  5.2970666e-003  2.7882820e-003  2.6745113e-002  4.6582963e-003  2.3826361e-003  8.8712622e-001  1.0133665e-002  7.2068318e-003  8.2911625e-003
  1.1924196e-002  1.0123988e-001  2.1040391e-002  7.0535035e-003  1.6372603e-002  3.5893745e-003  1.8837689e-001  8.3326680e-003  7.9802517e-003  4.9927481e-003  1.4379829e-001  3.6416295e-002  2.1065324e-002  4.2781758e-001
  4.7299263e-002  2.6177738e-001  5.9427810e-002  1.1226168e-001  2.3737496e-002  1.0544561e-001  2.0743878e-002  2.7281155e-002  3.9137579e-002  1.0997213e-001  2.1497936e-002  1.0390497e-001  4.2800550e-002  2.4712566e-002
  5.4296456e-002  5.9382563e-002  4.6628182e-002  5.4225079e-002  1.7098100e-001  2.0718476e-002  3.0246168e-002  1.6203956e-002  2.0327458e-001  1.0919494e-001  3.8732668e-002  1.1457964e-001  5.0994973e-002  3.0541329e-002
  9.3853879e-002  1.8900012e-002  4.9401444e-002  2.4662125e-001  1.0294152e-002  4.5178557e-002  8.9649289e-002  7.0542305e-002  4.9052314e-002  8.8806760e-002  4.8724173e-002  1.5926724e-002  1.0527648e-001  6.7772656e-002
  8.2742132e-003  1.1231826e-001  4.7089672e-002  1.2456803e-001  7.7943612e-002  2.8583830e-002  3.3668143e-001  9.2044083e-003  9.0081872e-002  5.4867627e-002  2.7746090e-002  1.8897611e-002  1.3325188e-002  5.0418161e-002
