  1.0000000e+000  0.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  1.0000000e+000  0.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  1.0000000e+000  0.0000000e+000
  0.0000000e+000  0.0000000e+000  0.0000000e+000  1.0000000e+000
  1.4285714e-001  0.0000000e+000  0.0000000e+000  8.5714286e-001
  0.0000000e+000  1.4285714e-001  0.0000000e+000  8.5714286e-001
  0.0000000e+000  0.0000000e+000  1.4285714e-001  8.5714286e-001
  2.8571429e-001  0.0000000e+000  0.0000000e+000  7.1428571e-001
  1.4285714e-001  1.4285714e-001  0.0000000e+000  7.1428571e-001
  0.0000000e+000  2.8571429e-001  0.0000000e+000  7.1428571e-001
  1.4285714e-001  0.0000000e+000  1.4285714e-001  7.1428571e-001
  0.0000000e+000  1.4285714e-001  1.4285714e-001  7.1428571e-001
  0.0000000e+000  0.0000000e+000  2.8571429e-001  7.1428571e-001
  4.2857143e-001  0.0000000e+000  0.0000000e+000  5.7142857e-001
  2.8571429e-001  1.4285714e-001  0.0000000e+000  5.7142857e-001
  1.4285714e-001  2.8571429e-001  0.0000000e+000  5.7142857e-001
  0.0000000e+000  4.2857143e-001  0.0000000e+000  5.7142857e-001
  2.8571429e-001  0.0000000e+000  1.4285714e-001  5.7142857e-001
  1.4285714e-001  1.4285714e-001  1.4285714e-001  5.7142857e-001
  0.0000000e+000  2.8571429e-001  1.4285714e-001  5.7142857e-001
  1.4285714e-001  0.0000000e+000  2.8571429e-001  5.7142857e-001
  0.0000000e+000  1.4285714e-001  2.8571429e-001  5.7142857e-001
  0.0000000e+000  0.0000000e+000  4.2857143e-001  5.7142857e-001
  5.7142857e-001  0.0000000e+000  0.0000000e+000  4.2857143e-001
  4.2857143e-001  1.4285714e-001  0.0000000e+000  4.2857143e-001
  2.8571429e-001  2.8571429e-001  0.0000000e+000  4.2857143e-001
  1.4285714e-001  4.2857143e-001  0.0000000e+000  4.2857143e-001
  0.0000000e+000  5.7142857e-001  0.0000000e+000  4.2857143e-001
  4.2857143e-001  0.0000000e+000  1.4285714e-001  4.2857143e-001
  2.8571429e-001  1.4285714e-001  1.4285714e-001  4.2857143e-001
  1.4285714e-001  2.8571429e-001  1.4285714e-001  4.2857143e-001
  0.0000000e+000  4.2857143e-001  1.4285714e-001  4.2857143e-001
  2.8571429e-001  0.0000000e+000  2.8571429e-001  4.2857143e-001
  1.4285714e-001  1.4285714e-001  2.8571429e-001  4.2857143e-001
  0.0000000e+000  2.8571429e-001  2.8571429e-001  4.2857143e-001
  1.4285714e-001  0.0000000e+000  4.2857143e-001  4.2857143e-001
  0.0000000e+000  1.4285714e-001  4.2857143e-001  4.2857143e-001
  0.0000000e+000  0.0000000e+000  5.7142857e-001  4.2857143e-001
  7.1428571e-001  0.0000000e+000  0.0000000e+000  2.8571429e-001
  5.7142857e-001  1.4285714e-001  0.0000000e+000  2.8571429e-001
  4.2857143e-001  2.8571429e-001  0.0000000e+000  2.8571429e-001
  2.8571429e-001  4.2857143e-001  0.0000000e+000  2.8571429e-001
  1.4285714e-001  5.7142857e-001  0.0000000e+000  2.8571429e-001
  0.0000000e+000  7.1428571e-001  0.0000000e+000  2.8571429e-001
  5.7142857e-001  0.0000000e+000  1.4285714e-001  2.8571429e-001
  4.2857143e-001  1.4285714e-001  1.4285714e-001  2.8571429e-001
  2.8571429e-001  2.8571429e-001  1.4285714e-001  2.8571429e-001
  1.4285714e-001  4.2857143e-001  1.4285714e-001  2.8571429e-001
  0.0000000e+000  5.7142857e-001  1.4285714e-001  2.8571429e-001
  4.2857143e-001  0.0000000e+000  2.8571429e-001  2.8571429e-001
  2.8571429e-001  1.4285714e-001  2.8571429e-001  2.8571429e-001
  1.4285714e-001  2.8571429e-001  2.8571429e-001  2.8571429e-001
  0.0000000e+000  4.2857143e-001  2.8571429e-001  2.8571429e-001
  2.8571429e-001  0.0000000e+000  4.2857143e-001  2.8571429e-001
  1.4285714e-001  1.4285714e-001  4.2857143e-001  2.8571429e-001
  0.0000000e+000  2.8571429e-001  4.2857143e-001  2.8571429e-001
  1.4285714e-001  0.0000000e+000  5.7142857e-001  2.8571429e-001
  0.0000000e+000  1.4285714e-001  5.7142857e-001  2.8571429e-001
  0.0000000e+000  0.0000000e+000  7.1428571e-001  2.8571429e-001
  8.5714286e-001  0.0000000e+000  0.0000000e+000  1.4285714e-001
  7.1428571e-001  1.4285714e-001  0.0000000e+000  1.4285714e-001
  5.7142857e-001  2.8571429e-001  0.0000000e+000  1.4285714e-001
  4.2857143e-001  4.2857143e-001  0.0000000e+000  1.4285714e-001
  2.8571429e-001  5.7142857e-001  0.0000000e+000  1.4285714e-001
  1.4285714e-001  7.1428571e-001  0.0000000e+000  1.4285714e-001
  0.0000000e+000  8.5714286e-001  0.0000000e+000  1.4285714e-001
  7.1428571e-001  0.0000000e+000  1.4285714e-001  1.4285714e-001
  5.7142857e-001  1.4285714e-001  1.4285714e-001  1.4285714e-001
  4.2857143e-001  2.8571429e-001  1.4285714e-001  1.4285714e-001
  2.8571429e-001  4.2857143e-001  1.4285714e-001  1.4285714e-001
  1.4285714e-001  5.7142857e-001  1.4285714e-001  1.4285714e-001
  0.0000000e+000  7.1428571e-001  1.4285714e-001  1.4285714e-001
  5.7142857e-001  0.0000000e+000  2.8571429e-001  1.4285714e-001
  4.2857143e-001  1.4285714e-001  2.8571429e-001  1.4285714e-001
  2.8571429e-001  2.8571429e-001  2.8571429e-001  1.4285714e-001
  1.4285714e-001  4.2857143e-001  2.8571429e-001  1.4285714e-001
  0.0000000e+000  5.7142857e-001  2.8571429e-001  1.4285714e-001
  4.2857143e-001  0.0000000e+000  4.2857143e-001  1.4285714e-001
  2.8571429e-001  1.4285714e-001  4.2857143e-001  1.4285714e-001
  1.4285714e-001  2.8571429e-001  4.2857143e-001  1.4285714e-001
  0.0000000e+000  4.2857143e-001  4.2857143e-001  1.4285714e-001
  2.8571429e-001  0.0000000e+000  5.7142857e-001  1.4285714e-001
